Number,Station,x,y
2.75,USR0000OFOS,42.9736,119.2461
5.25,USR0000OGAD,43.4158,122.5772
2.5,USR0000OGER,42.2056,121.1389
7.2,USR0000OGOO,43.9281,123.8903
3.35,USR0000OGRM,42.6261,117.395
-2.5,USR0000OHAR,45.3192,116.8675
5.25,USR0000OHAY,44.4503,121.13
3.9,USR0000OHEH,44.9661,121.4908
6.35,USR0000OHIG,43.9064,123.3794
4.2,USR0000OHOR,44.9406,122.4003
1.1,USR0000OHOY,42.9764,121.4219
8.35,USR0000OILL,42.1039,123.6853
3.6,USR0000OJRI,45.1139,118.4039
1.4,USR0000OKE2,44.6661,118.9208
1.95,USR0000OKEL,43.9014,117.9858
1.15,USR0000OKIA,34.7558,-94.9831
2.2,USR0000OLAG,45.5528,118.0119
1.95,USR0000OLAV,43.93,121.33
5.3,USR0000OLMC,42.7081,118.51
8.3,USR0000OMER,42.4947,123.3972
4.45,USR0000OMET,44.6275,121.6147
2.5,USR0000OMID,45.5833,121.5833
3.9,USR0000OMIN,45.3539,117.6328
7.5,USR0000OMIT,44.5819,120.1794
7.2,USR0000OMLL,46.0228,123.2711
1.4,USR0000OMOO,42.8597,118.6706
-0.3,USR0000OMOR,44.5167,117.2833
1.95,USR0000OMOU,42.9372,122.4353
1.95,USR0000OMTW,45.03,121.6278
7.2,USR0000OMTY,43.6389,123.3258
3.35,USR0000OMUT,44.9258,121.1944
5.0,USR0000ONPR,45.0375,120.5306
3.35,USR0000OONI,42.4544,123.615
3.35,USR0000OOWY,43.5833,117.2333
0.8,USR0000OPAR,42.1058,122.2781
4.45,USR0000OPAT,45.3222,120.925
3.9,USR0000OPEB,44.2333,121.9833
3.05,USR0000OPHI,42.8264,118.9361
-0.85,USR0000OPO2,45.3547,117.7044
3.9,USR0000OPOL,45.4586,121.4464
8.05,USR0000OPRO,42.2897,123.2303
5.55,USR0000OQUA,42.2167,124.0333
6.95,USR0000ORCK,44.925,123.4694
3.35,USR0000OREB,45.0275,121.9211
2.5,USR0000ORED,43.5361,117.8347
7.5,USR0000OREM,42.1233,124.3006
1.7,USR0000ORID,43.1006,118.4981
2.5,USR0000OROB,45.6817,117.2064
3.65,USR0000OROC,42.5475,119.6564
-0.8,USR0000OROU,43.7639,121.7167
6.1,USR0000ORYE,45.2172,123.5356
3.3,USR0000OSAG,43.5097,119.2925
4.45,USR0000OSAL,44.0444,120.6661
1.65,USR0000OSEL,42.4075,122.1914
5.55,USR0000OSFK,45.5906,123.4761
4.15,USR0000OSIG,43.0019,123.7803
3.1,USR0000OSIL,42.8589,123.3783
0.25,USR0000OSLI,44.4625,120.2944
-0.3,USR0000OSPA,44.9083,117.375
1.65,USR0000OSQU,42.0667,123.0167
1.1,USR0000OSTR,42.1894,120.8464
9.75,USR0000OSTY,44.75,122.8667
2.2,USR0000OSUG,43.6728,122.6564
0.55,USR0000OSUM,42.2322,120.2456
10.55,USR0000OTIL,45.4569,123.8031
-1.35,USR0000OTIM,43.2433,121.3583
4.75,USR0000OTOK,43.2397,122.4
-0.55,USR0000OTTE,41.7533,111.2806
3.6,USR0000OTUM,44.0494,121.4003
3.05,USR0000OTUP,45.0708,119.49
-1.35,USR0000OUMA,45.9167,119.5667
7.8,USR0000OVIL,44.2525,123.4639
-1.1,USR0000OWAG,43.34,119.8814
3.05,USR0000OWAM,45.2406,121.453
2.5,USR0000OWAN,45.1094,122.1953
3.1,USR0000OWAS,45.61,121.33
2.5,USR0000OWIC,34.7744,-98.7458
8.1,USR0000OWIL,44.3325,123.7164
3.9,USR0000OYEL,44.5922,122.4278
1.1,USR0000OYLP,44.5264,118.3231
-1.95,USR0000OZAL,39.2753,-82.385
2.5,USR0000OZIM,42.685,122.3903
-4.45,USR0000PALL,41.4864,-79.1025
-4.2,USR0000PERI,41.6281,-79.9567
2.25,USR0000PLGV,40.4311,111.75
-0.55,USR0000RAYS,40.1178,111.2747
0.8,USR0000RNIN,41.35,-71.65
-4.15,USR0000ROSE,41.6097,113.5906
-3.6,USR0000SAND,39.7136,109.4461
3.6,USR0000SANP,34.8117,-83.125
-12.2,USR0000SBAK,43.9792,103.425
-20.55,USR0000SBEA,45.0572,101.4767
4.45,USR0000SCAR,34.6619,-80.2742
-4.45,USR0000SCUS,43.75,103.6333
-14.15,USR0000SELK,43.5608,103.4914
-1.1,USR0000SEVI,39.35,112.0
-20.55,USR0000SFOP,44.1153,100.3014
3.05,USR0000SIGN,38.6319,112.0611
-16.65,USR0000SMAG,43.3181,101.1444
-11.1,USR0000SMRU,43.875,103.4583
-12.5,USR0000SNEM,44.1917,103.5097
-15.55,USR0000SPIN,43.29,102.2711
-17.25,USR0000SPNN,43.8822,102.2042
-13.35,USR0000SRED,43.4258,103.7589
9.15,USR0000SSAV,32.1,-81.0833
6.65,USR0000SSV1,33.3622,-81.6836
6.4,USR0000SSV2,33.2106,-81.5906
5.85,USR0000SWHI,34.6333,-81.6
6.7,USR0000SWIT,33.1597,-79.8306
8.05,USR0000TANA,29.6692,-94.4383
6.1,USR0000TARA,28.25,-96.75
4.2,USR0000TATH,32.2211,-95.7661
6.65,USR0000TATT,29.6617,-96.2597
4.15,USR0000TBAR,30.9856,101.1578
6.1,USR0000TBAS,30.1742,-97.2564
6.35,USR0000TBEL,30.5661,-98.0389
-2.25,USR0000TBIG,36.475,-84.6542
5.8,USR0000TBIR,30.2625,-98.6289
-3.35,USR0000TBLE,35.6819,-85.2733
8.05,USR0000TBRA,29.1417,-95.2917
-2.8,USR0000TBUR,36.065,-87.2831
4.15,USR0000TCAD,32.6583,-94.1164
-2.75,USR0000TCAM,36.0661,-88.1686
2.5,USR0000TCDD,33.7411,-95.9219
3.65,USR0000TCED,35.6667,101.5667
-2.2,USR0000TCHE,35.6197,-83.2069
4.45,USR0000TCHI,29.2667,103.3
-1.95,USR0000TCHU,36.3689,-83.8986
3.35,USR0000TCLA,33.6189,-95.1667
5.85,USR0000TCLD,30.3106,-95.0867
6.4,USR0000TCLM,31.5061,-99.6594
-0.6,USR0000TCOK,36.28,-84.275
5.25,USR0000TCOL,31.0522,-98.5003
6.7,USR0000TCON,30.2364,-95.4828
-3.05,USR0000TCRO,35.9178,-84.9972
7.5,USR0000TDAY,30.105,-94.9314
-6.1,USR0000TELE,37.2,112.025
10.0,USR0000TFAL,26.5547,-99.1356
8.1,USR0000TGEO,28.3667,-98.1167
4.2,USR0000TGIL,32.7017,-94.9447
3.05,USR0000TGRE,33.0353,-96.1639
2.5,USR0000TGUA,31.925,104.8253
0.3,USR0000THAM,36.2572,-83.2772
4.45,USR0000THEN,32.15,-94.8
3.65,USR0000THMB,32.5,-99.6167
5.3,USR0000THUN,30.45,-95.4
-2.5,USR0000TIND,35.6236,-83.8083
-1.4,USR0000TJCT,36.0703,-83.4886
7.2,USR0000TKIR,30.4333,-93.8833
9.75,USR0000TLAG,26.2283,-97.3483
-2.75,USR0000TLAY,36.5411,-86.0028
3.1,USR0000TLBJ,33.1728,-97.3756
-2.2,USR0000TLEW,35.3817,-86.7658
6.35,USR0000TLGR,29.9075,-96.86
8.9,USR0000TLIN,26.535,-98.0858
4.75,USR0000TLND,33.0,-94.8
8.1,USR0000TLRG,26.0839,-98.1369
5.55,USR0000TLUF,31.3131,-94.8261
4.75,USR0000TMAA,34.1333,100.4167
5.0,USR0000TMAS,30.7358,-99.1861
8.05,USR0000TMAT,28.1228,-96.8022
8.3,USR0000TMCF,29.7,-94.1167
0.85,USR0000TMEI,35.5208,-84.7931
-1.65,USR0000TMER,35.3208,-87.4578
5.0,USR0000TMID,32.0,102.0
4.45,USR0000TMIL,33.4136,-99.4006
-1.65,USR0000TOMB,37.8167,112.1167
5.0,USR0000TPAL,31.7425,-95.5717
5.8,USR0000TPAN,29.3167,103.2
5.85,USR0000TPIN,31.8944,104.7978
5.0,USR0000TPOS,32.85,-98.55
-2.75,USR0000TPRE,35.1303,-85.4278
6.4,USR0000TRAT,31.395,-95.1361
9.15,USR0000TSAB,28.8647,-95.5678
-0.55,USR0000TSHI,35.155,-88.3217
6.4,USR0000TSOU,30.5403,-94.3411
4.2,USR0000TTEX,33.3739,-94.0456
0.55,USR0000TULE,39.35,113.3847
8.6,USR0000TVIC,28.8461,-96.9217
-1.15,USR0000TWES,35.84,-84.3308
8.85,USR0000TWOO,30.75,-94.4
-0.25,USR0000UGB1,38.1964,112.6619
-5.55,USR0000UPRC,39.4678,109.2836
-1.7,USR0000VASH,37.9864,-79.7594
3.9,USR0000VBAC,36.6833,-75.9333
2.2,USR0000VCHI,37.9333,-75.35
-0.3,USR0000VCRA,37.5222,-80.0797
-3.35,USR0000VELM,44.5431,-72.5294
-0.55,USR0000VERN,40.0989,112.4269
-0.8,USR0000VESS,44.5078,-73.1156
0.0,USR0000VFVA,38.8333,-78.4
3.9,USR0000VGDR,36.6128,-76.5542
1.7,USR0000VJAM,37.25,-77.25
-0.55,USR0000VMAR,42.8378,-72.735
-3.6,USR0000VNUL,44.77,-71.7017
-0.55,USR0000VSWE,43.3333,-73.0333
-4.4,USR0000VVIE,37.8325,-81.0678
-4.7,USR0000VWIS,36.9681,-82.5597
5.0,USR0000WABE,46.35,123.1
2.2,USR0000WALD,46.2733,117.495
-8.05,USR0000WAND,42.4372,108.9408
-14.45,USR0000WANT,45.15,-89.15
-15.55,USR0000WAUG,44.6981,-91.1342
-20.0,USR0000WBAR,46.4,-91.5
-5.85,USR0000WBEC,44.15,111.0467
7.5,USR0000WBLA,47.4136,124.1031
-3.3,USR0000WBOY,44.9414,107.7089
-13.85,USR0000WBRF,44.3003,-90.835
-1.35,USR0000WBRO,48.5353,118.6889
-4.75,USR0000WBUH,43.8397,110.3708
-5.0,USR0000WBUR,44.7853,107.5347
-1.65,USR0000WCA4,48.0181,120.2342
-4.45,USR0000WCAM,42.3458,107.5528
5.55,USR0000WCAN,45.9167,122.1667
9.2,USR0000WCAR,46.3075,122.9047
-5.55,USR0000WCAS,42.7131,106.3461
-1.35,USR0000WCEC,48.9797,117.6747
1.65,USR0000WCNW,46.8814,119.3242
5.85,USR0000WCOU,47.9167,123.1172
-4.7,USR0000WCOW,41.2708,107.5819
-2.2,USR0000WCRA,44.8503,109.6114
-14.45,USR0000WDDG,43.1,-90.0
-13.3,USR0000WDEV,44.5817,104.7194
-3.6,USR0000WDIR,48.1156,120.1031
-3.9,USR0000WDOD,41.9675,105.5194
-2.2,USR0000WDOU,47.62,119.8983
1.95,USR0000WDRC,45.9444,121.9864
-2.2,USR0000WDRY,47.7333,120.5333
-4.15,USR0000WEAG,44.4856,109.8964
1.1,USR0000WENT,47.6744,120.2108
4.45,USR0000WESC,47.0378,117.9472
-0.6,USR0000WEST,42.4153,105.3611
-4.75,USR0000WFIR,48.6172,120.1075
0.55,USR0000WFLO,48.2975,117.4039
5.0,USR0000WFTA,47.4536,121.6658
-16.65,USR0000WGLI,46.14,-90.0
3.05,USR0000WGOH,48.2,121.5
-2.5,USR0000WGOL,48.1806,118.4636
1.7,USR0000WGRE,45.9917,121.0833
2.25,USR0000WHAG,46.5667,121.6306
-6.45,USS0003E03S,44.11,103.98
-4.5,USS0003E05S,44.21,103.79
-3.2,USS0004E07S,44.49,104.41
-5.65,USS0005G04S,42.44,105.86
-3.9,USS0005G05S,42.28,105.58
-2.15,USS0005H02S,41.23,105.38
-5.7,USS0005J04S,40.4,105.85
-5.05,USS0005J05S,40.2,105.6
-6.85,USS0005J06S,40.81,105.77
-8.85,USS0005J10S,40.41,105.82
-3.8,USS0005J11S,40.58,105.63
-5.45,USS0005J12S,40.23,105.92
-1.75,USS0005J18S,40.21,105.57
-6.2,USS0005J27S,40.51,105.77
-6.1,USS0005J37S,40.53,105.89
-5.85,USS0005J39S,40.31,105.64
-7.9,USS0005J40S,40.43,105.73
-4.4,USS0005J41S,39.94,105.59
-4.55,USS0005J42S,40.04,105.54
-6.7,USS0005K05S,39.67,105.9
-5.8,USS0005K06S,39.92,105.76
-6.8,USS0005K09S,39.65,105.87
-7.7,USS0005K14S,39.8,105.78
-6.3,USS0005K21S,39.76,105.91
-4.25,USS0005K26S,39.57,105.8
-0.95,USS0005K27S,39.66,105.59
-4.35,USS0005K28S,39.44,105.91
-2.8,USS0005L11S,38.88,105.07
-7.8,USS0005L12S,38.29,105.85
-5.3,USS0005M03S,37.21,105.2
2.25,USS0005M07S,37.33,105.07
-4.25,USS0005M08S,37.35,105.23
-2.55,USS0005M13S,37.97,105.54
-0.2,USS0005M14S,37.21,105.12
-1.5,USS0005M16S,37.85,105.44
4.6,USS0005M17S,37.61,105.37
-2.3,USS0005N04S,36.13,105.53
-1.75,USS0005N11S,36.7,105.34
-3.25,USS0005N16S,36.99,105.26
-5.15,USS0005N18S,36.19,105.56
-3.65,USS0005N19S,36.47,105.19
0.2,USS0005P04S,35.7,105.81
-2.8,USS0005P09S,35.77,105.78
1.45,USS0005R01S,33.4,105.79
-3.65,USS0006E03S,44.26,106.98
-5.15,USS0006G02S,42.57,106.09
-4.4,USS0006H09S,41.16,106.93
-7.55,USS0006H10S,41.15,106.97
-6.9,USS0006H13S,41.36,106.23
-3.85,USS0006H19S,41.33,106.5
-7.4,USS0006H20S,41.33,106.38
-6.4,USS0006H22S,41.0,106.91
-7.3,USS0006H23S,41.46,106.28
-5.5,USS0006H24S,41.24,106.23
-6.1,USS0006H25S,41.07,106.94
-7.8,USS0006H26S,41.06,106.71
-3.9,USS0006J01S,40.53,106.78
-6.2,USS0006J03S,40.39,106.6
-4.7,USS0006J05S,40.35,106.09
-5.95,USS0006J06S,40.08,106.67
-8.55,USS0006J08S,40.35,106.38
-6.55,USS0006J09S,40.37,106.74
-6.65,USS0006J12S,40.88,106.05
-5.8,USS0006J15S,40.85,106.97
-5.9,USS0006J18S,40.23,106.6
-5.75,USS0006J19S,40.79,106.6
-5.05,USS0006J20S,40.71,106.01
-9.35,USS0006J29S,40.54,106.68
-6.85,USS0006J38S,40.82,106.75
-7.1,USS0006K01S,39.36,106.06
-5.4,USS0006K06S,39.3,106.61
-7.8,USS0006K08S,39.38,106.2
-6.7,USS0006K10S,39.29,106.55
-4.45,USS0006K12S,39.8,106.03
-4.25,USS0006K14S,39.72,106.16
-3.15,USS0006K16S,39.3,106.11
-5.35,USS0006K24S,39.49,106.17
0.0,USS0006K29S,39.86,106.42
-6.1,USS0006K30S,39.32,106.61
-7.1,USS0006K39S,39.62,106.38
-2.8,USS0006K40S,39.09,106.54
-1.15,USS0006K43S,39.03,106.08
-4.0,USS0006K44S,39.6,106.54
-4.6,USS0006K45S,39.6,106.51
-6.35,USS0006K46S,39.26,106.63
-11.05,USS0006L02S,38.82,106.59
-10.85,USS0006L03S,38.49,106.34
-4.05,USS0006L05S,38.7,106.37
-5.5,USS0006L06S,38.16,106.6
-6.5,USS0006L11S,38.89,106.95
-8.25,USS0006L13S,38.29,106.37
-6.5,USS0006L14S,38.99,106.75
-5.15,USS0006M03S,37.49,106.84
-6.1,USS0006M17S,37.48,106.8
-3.65,USS0006M21S,37.47,106.54
-6.15,USS0006M22S,37.02,106.45
-1.8,USS0006M23S,37.38,106.55
-5.2,USS0006M26S,37.97,106.56
-7.55,USS0006N03S,36.96,106.66
-4.65,USS0006N04S,36.51,106.32
-2.6,USS0006N14S,36.72,106.26
-4.6,USS0006N16S,36.03,106.81
-3.75,USS0006P01S,35.92,106.39
-7.85,USS0006P10S,36.0,106.83
-6.25,USS0007E06S,44.16,107.13
-5.2,USS0007E12S,44.72,107.4
-6.6,USS0007E18S,44.68,107.58
-7.35,USS0007E21S,44.8,107.84
-8.15,USS0007E23S,44.5,107.43
-2.2,USS0007E32S,44.58,107.2
-4.2,USS0007E33S,44.79,107.53
-5.4,USS0007E34S,44.57,107.3
-4.75,USS0007E36S,44.4,107.06
-1.15,USS0007E39S,44.81,107.41
-5.9,USS0007F01S,43.89,107.06
-4.05,USS0007F02S,43.63,107.18
-5.35,USS0007F06S,43.47,107.24
-4.2,USS0007H03S,41.11,107.17
-2.95,USS0007H04S,41.05,107.27
-6.1,USS0007H05S,41.3,107.15
-3.95,USS0007H06S,41.4,107.26
-4.55,USS0007J03S,40.06,107.01
-4.7,USS0007J04S,40.17,107.06
-7.1,USS0007J05S,40.11,107.29
-4.15,USS0007K01S,39.08,107.14
-4.0,USS0007K02S,39.88,107.6
-3.1,USS0007K09S,39.13,107.29
-5.2,USS0007K11S,39.02,107.05
-8.15,USS0007K12S,39.76,107.36
-3.4,USS0007K13S,40.0,107.24
-7.5,USS0007K14S,39.09,107.63
-3.0,USS0007M05S,37.65,107.81
-0.25,USS0007M11S,37.7,107.78
-3.3,USS0007M12S,37.75,107.69
-6.75,USS0007M14S,37.85,107.73
-8.6,USS0007M16S,37.72,107.26
-4.6,USS0007M21S,37.62,107.03
-6.35,USS0007M27S,37.93,107.68
-6.2,USS0007M29S,37.8,107.92
-5.9,USS0007M30S,37.99,107.2
-1.6,USS0007M31S,37.49,107.51
-2.8,USS0007M32S,37.71,107.51
-3.35,USS0007M33S,37.89,107.71
-3.25,USS0007M34S,37.48,107.63
-2.25,USS0007M35S,37.66,107.8
4.95,USS0007S03S,33.01,107.87
1.8,USS0007S04S,33.36,107.83
-4.45,USS0008F01S,43.66,109.01
-4.45,USS0008G03S,42.57,108.84
-3.7,USS0008G07S,42.7,108.9
-3.15,USS0008G10S,42.59,108.9
-3.8,USS0008K04S,39.06,108.06
-5.3,USS0008L02S,38.42,108.38
-3.15,USS0008M02S,37.43,108.17
-5.0,USS0008M04S,37.5,108.11
-4.4,USS0008M06S,37.79,108.02
-6.3,USS0008M07S,37.89,108.2
-5.7,USS0008M08S,37.65,108.01
-2.35,USS0008M10S,37.44,108.02
-1.9,USS0008N03S,36.18,108.95
-3.4,USS0008P03S,35.23,108.27
1.15,USS0008S01S,33.74,108.95
-7.35,USS0008S08S,33.37,108.71
1.75,USS0008T01S,32.92,108.15
-6.05,USS0009A01S,48.17,109.65
-0.95,USS0009C01S,46.79,109.51
-6.9,USS0009D06S,45.06,109.94
-7.35,USS0009D08S,45.05,109.91
-1.45,USS0009D16S,45.19,109.35
0.9,USS0009D21S,45.24,109.46
-4.25,USS0009E03S,44.03,109.18
-7.65,USS0009E07S,44.73,109.91
-3.1,USS0009E08S,44.8,109.66
-1.55,USS0009E09S,44.3,109.24
-7.15,USS0009E10S,44.94,109.57
-5.95,USS0009E11S,44.65,109.78
-6.25,USS0009E13S,44.38,109.79
-3.65,USS0009F04S,43.7,109.67
-4.2,USS0009F08S,43.5,109.75
-3.6,USS0009F18S,43.93,109.82
-4.9,USS0009F21S,43.11,109.95
-4.35,USS0009F23S,43.01,109.76
-3.7,USS0009F24S,43.86,109.32
-2.05,USS0009F25S,43.28,109.45
-5.55,USS0009F27S,43.03,109.17
-6.5,USS0009F28S,43.38,109.88
-3.35,USS0009G03S,42.87,109.09
-4.05,USS0009G09S,42.65,109.26
-5.4,USS0009G11S,42.71,109.41
-6.8,USS0009J01S,40.72,109.54
-6.5,USS0009J05S,40.61,109.89
-2.25,USS0009J08S,40.91,109.96
-5.6,USS0009J16S,40.74,109.67
-3.95,USS0009K01S,39.31,109.53
-2.45,USS0009L03S,38.48,109.27
-2.65,USS0009M02S,37.81,109.49
-2.4,USS0009N05S,36.33,109.06
-1.3,USS0009S01S,33.98,109.5
-2.1,USS0009S02S,33.92,109.46
-0.1,USS0009S04S,33.9,109.16
-2.05,USS0009S06S,33.69,109.22
-0.3,USS0009S07S,33.8,109.15
-1.65,USS0009S11S,33.65,109.31
-0.85,USS0009S18S,33.76,109.48
-0.05,USS0010C03S,46.11,110.47
-5.65,USS0010C06S,46.78,110.62
-2.75,USS0010C08S,46.09,110.43
-2.45,USS0010C09S,46.79,110.68
-4.1,USS0010C15S,46.67,110.33
-4.3,USS0010C22S,46.91,110.85
-1.45,USS0010C23S,46.93,110.9
-3.85,USS0010C27S,46.48,110.71
-3.6,USS0010D07S,45.01,110.01
-0.35,USS0010D10S,45.87,110.93
-7.3,USS0010D12S,45.22,110.24
0.9,USS0010D13S,45.5,110.97
-2.35,USS0010D16S,45.4,110.96
-5.55,USS0010D24S,45.42,110.09
-2.35,USS0010D31S,45.27,110.25
-1.85,USS0010D35S,45.89,110.94
1.25,USS0010D39S,45.5,110.08
-4.8,USS0010E03S,44.72,110.51
-5.05,USS0010E06S,44.48,110.16
-5.55,USS0010E07S,44.37,110.58
-5.4,USS0010E09S,44.21,110.67
-3.5,USS0010E12S,44.13,110.67
-4.7,USS0010E15S,44.13,110.83
-7.5,USS0010E17S,44.15,110.22
-3.2,USS0010E20S,44.46,110.14
-3.95,USS0010F02S,43.95,110.45
-7.05,USS0010F09S,43.75,110.06
-5.6,USS0010F15S,43.25,110.02
-5.4,USS0010F16S,43.17,110.14
-4.55,USS0010F17S,43.13,110.2
-5.75,USS0010F19S,43.39,110.13
-3.9,USS0010F23S,43.52,110.91
-3.55,USS0010F29S,43.34,110.43
-5.5,USS0010F30S,43.78,110.93
-4.65,USS0010G02S,42.96,110.61
-3.6,USS0010G08S,42.51,110.91
-4.65,USS0010G12S,42.27,110.81
-3.2,USS0010G13S,42.49,110.53
-2.6,USS0010G15S,42.76,110.59
-6.3,USS0010G20S,42.53,110.66
-6.7,USS0010G22S,42.3,110.68
-3.8,USS0010G23S,42.82,110.84
-3.25,USS0010G24S,42.15,110.68
-3.85,USS0010G25S,42.65,110.81
-0.95,USS0010J01S,40.92,110.19
-0.9,USS0010J04S,40.95,110.48
-4.4,USS0010J10S,40.6,110.43
-2.75,USS0010J18S,40.55,110.69
-2.9,USS0010J20S,40.91,110.5
-3.9,USS0010J25S,40.74,110.62
-2.8,USS0010J26S,40.72,110.47
-3.75,USS0010J30S,40.58,110.59
-1.05,USS0010J35S,40.86,110.8
-3.15,USS0010J43S,40.77,110.01
-3.05,USS0010J52S,40.68,110.95
-2.85,USS0010J55S,40.84,110.01
-2.65,USS0010K02S,39.96,110.99
-3.9,USS0010K06S,39.68,110.43
1.55,USS0010R04S,34.31,110.75
2.75,USS0010S01S,33.81,110.92
-5.05,USS0011C01S,46.56,111.29
-2.0,USS0011C02S,46.58,111.27
-1.45,USS0011C04S,46.35,111.85
-4.5,USS0011D08S,45.02,111.85
-2.15,USS0011D11S,45.51,111.92
-5.25,USS0011D19S,45.27,111.43
-2.45,USS0011D28S,45.6,111.96
-4.2,USS0011E03S,44.59,111.82
-2.95,USS0011E07S,44.66,111.09
-2.9,USS0011E10S,44.42,111.39
-5.9,USS0011E24S,44.79,111.71
-7.8,USS0011E29S,44.96,111.29
-4.25,USS0011E30S,44.61,111.15
-5.5,USS0011E31S,44.59,111.12
-5.45,USS0011E35S,44.51,111.13
-5.9,USS0011E36S,44.53,111.41
-4.75,USS0011E37S,44.44,111.99
-5.65,USS0011E38S,44.95,111.36
-3.0,USS0011E39S,44.98,111.95
-2.8,USS0011F02S,43.57,111.21
-2.45,USS0011F11S,43.21,111.69
-2.05,USS0011G01S,42.95,111.36
-2.6,USS0011G05S,42.56,111.3
-3.9,USS0011G06S,42.36,111.56
-4.7,USS0011G30S,42.52,111.96
-2.5,USS0011G32S,42.05,111.6
-3.15,USS0011G33S,42.41,111.17
-1.95,USS0011H01S,41.97,111.6
-0.05,USS0011H03S,41.89,111.57
-2.0,USS0011H07S,41.92,111.47
-1.9,USS0011H08S,41.38,111.94
-1.65,USS0011H21S,41.31,111.45
0.3,USS0011H25S,41.41,111.83
-0.2,USS0011H30S,41.38,111.92
-3.85,USS0011H36S,41.9,111.63
-3.15,USS0011H37S,41.68,111.42
-2.35,USS0011H55S,41.41,111.54
-3.15,USS0011H57S,41.47,111.5
-3.35,USS0011H59S,41.36,111.49
-3.95,USS0011H60S,41.86,111.51
-1.35,USS0011J01S,40.85,111.05
0.95,USS0011J02S,40.89,111.07
-1.05,USS0011J08S,40.16,111.21
-1.4,USS0011J11S,40.99,111.82
-0.7,USS0011J12S,40.97,111.81
-1.3,USS0011J21S,40.43,111.62
-0.55,USS0011J23S,40.3,111.26
0.55,USS0011J32S,40.36,111.09
1.1,USS0011J37S,40.87,111.72
-0.95,USS0011J42S,40.56,111.66
-1.1,USS0011J46S,40.61,111.1
-1.2,USS0011J52S,40.76,111.63
-1.2,USS0011J53S,40.79,111.12
-0.6,USS0011J56S,40.62,111.53
-0.05,USS0011J57S,40.6,111.58
-1.4,USS0011J64S,40.84,111.71
-0.3,USS0011J65S,40.66,111.64
-1.8,USS0011J68S,40.93,111.81
-0.15,USS0011J69S,40.83,111.76
0.2,USS0011J70S,40.28,111.61
-1.95,USS0011K03S,39.68,111.32
-2.45,USS0011K09S,39.31,111.43
3.5,USS0011K13S,39.14,111.56
0.35,USS0011K15S,39.05,111.47
-1.7,USS0011K21S,39.87,111.28
-4.0,USS0011K22S,39.89,111.25
-0.5,USS0011K28S,39.45,111.27
0.65,USS0011K31S,39.13,111.44
1.0,USS0011K39S,39.01,111.58
-0.9,USS0011K52S,39.93,111.63
-1.7,USS0011L01S,38.77,111.68
-0.9,USS0011L04S,38.68,111.6
-1.05,USS0011L05S,38.21,111.48
1.6,USS0011L12S,38.8,111.68
-0.3,USS0011M03S,37.84,111.88
-2.55,USS0011M06S,37.97,111.83
-3.55,USS0011P02S,35.27,111.74
-0.95,USS0011P08S,35.34,111.65
2.25,USS0011P13S,35.07,111.84
0.15,USS0011R03S,34.94,111.52
0.55,USS0011R05S,34.75,111.41
5.25,USS0011R06S,34.46,111.41
3.35,USS0011R10S,34.37,111.01
1.95,USS0011R12S,34.97,111.51
-4.35,USS0012A02S,48.06,112.76
-1.3,USS0012B12S,47.92,112.82
-5.1,USS0012B13S,47.92,112.79
-1.8,USS0012B14S,47.08,112.73
0.65,USS0012B16S,47.06,112.6
-0.8,USS0012B17S,47.45,112.81
-4.45,USS0012C11S,46.36,112.26
-0.5,USS0012C13S,46.44,112.19
-2.65,USS0012C22S,46.84,112.51
-0.8,USS0012D09S,45.8,112.52
-2.35,USS0012D11S,45.41,112.96
-5.35,USS0012E07S,44.79,112.06
-1.85,USS0012E08S,44.47,112.98
-2.65,USS0012G17S,42.76,112.48
-2.85,USS0012G18S,42.26,112.13
0.5,USS0012J06S,40.44,112.24
1.15,USS0012J07S,40.49,112.61
1.05,USS0012J09S,40.57,112.17
1.15,USS0012K01S,39.94,112.41
0.0,USS0012L04S,38.51,112.02
-4.2,USS0012L07S,38.3,112.36
-2.5,USS0012L12S,38.3,112.44
1.1,USS0012L15S,38.88,112.25
-1.65,USS0012L20S,38.07,112.17
2.2,USS0012M03S,37.58,112.9
-1.7,USS0012M06S,37.49,112.51
-0.35,USS0012M13S,37.66,112.74
0.25,USS0012M23S,37.57,112.84
3.7,USS0012M26S,37.52,112.27
1.25,USS0012P01S,35.26,112.06
3.0,USS0012P02S,35.14,112.15
-2.9,USS0013A15S,48.13,113.02
-2.2,USS0013A19S,48.8,113.86
-0.05,USS0013A24S,48.43,113.94
-1.6,USS0013A25S,48.16,113.95
-1.45,USS0013A26S,48.3,113.33
-5.6,USS0013A27S,48.8,113.67
-0.15,USS0013B07S,47.27,113.76
1.5,USS0013B22S,47.43,113.78
-1.6,USS0013B24S,47.68,113.96
-0.2,USS0013B25S,47.68,114.0
-1.75,USS0013C01S,47.0,113.93
-1.55,USS0013C03S,46.24,113.77
-1.45,USS0013C13S,46.41,113.43
-0.8,USS0013C31S,46.87,113.28
2.0,USS0013C33S,46.47,113.39
-0.15,USS0013C36S,46.13,113.31
-0.1,USS0013C38S,46.88,113.32
0.0,USS0013C39S,46.18,113.85
-2.3,USS0013C43S,46.27,113.16
-1.55,USS0013C44S,46.1,113.13
-1.75,USS0013D10S,45.17,113.5
-2.7,USS0013D16S,45.67,113.95
-4.25,USS0013D19S,45.17,113.58
-4.65,USS0013D22S,45.69,113.97
